task,#examples,#sketched,time(s)
tson,30,5,1.09
tson,40,5,1.37
tson,50,5,1.4
tson,60,5,1.56
tson,70,5,1.95
tson,80,5,2.06
tson,90,5,2.3
tson,100,5,2.4
ours,2,5,0.09
ours,4,5,0.09
ours,6,5,0.09
ours,8,5,0.1
ours,10,5,0.11
ours,12,5,0.13
ours,14,5,0.18
ours,16,5,0.17
ours,18,5,0.17
ours,20,5,0.17
ours,20,5,0.17
ours,30,5,0.22
ours,40,5,0.28
ours,50,5,0.33
ours,60,5,0.38
ours,70,5,0.44
ours,80,5,0.48
ours,90,5,0.54
ours,100,5,0.59
potassco,2,5,0.35
potassco,4,5,0.56
potassco,6,5,0.42
potassco,8,5,0.46
potassco,10,5,0.49
potassco,12,5,0.54
potassco,14,5,0.57
potassco,16,5,0.62
potassco,18,5,0.83
potassco,20,5,0.71
potassco,20,5,0.69
potassco,30,5,0.9
potassco,40,5,1.1
potassco,50,5,1.47
potassco,60,5,1.55
potassco,70,5,1.91
potassco,80,5,1.9
potassco,90,5,2.29
potassco,100,5,2.31
hakank,2,5,0.37
hakank,4,5,0.15
hakank,6,5,0.18
hakank,8,5,0.19
hakank,10,5,0.2
hakank,12,5,0.21
hakank,14,5,0.23
hakank,16,5,0.27
hakank,18,5,0.28
hakank,20,5,0.3
hakank,20,5,0.3
hakank,30,5,0.4
hakank,40,5,0.52
hakank,50,5,0.63
hakank,60,5,0.73
hakank,70,5,0.83
hakank,80,5,0.94
hakank,90,5,1.07
hakank,100,5,1.17
tson,2,5,1.08
tson,4,5,0.39
tson,6,5,0.38
tson,8,5,0.41
tson,10,5,0.24
tson,12,5,0.19
tson,14,5,0.19
tson,16,5,0.21
tson,18,5,0.22
tson,20,5,0.24
tson,20,5,0.23
tson,30,5,0.28
tson,40,5,0.35
tson,50,5,0.56
tson,60,5,0.45
tson,70,5,0.52
tson,80,5,0.64
tson,90,5,0.68
tson,100,5,0.71
ours,2,5,0.08
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.12
ours,14,5,0.12
ours,16,5,0.12
ours,18,5,0.13
ours,20,5,0.14
ours,20,5,0.14
ours,30,5,0.19
ours,40,5,0.21
ours,50,5,0.25
ours,60,5,0.28
ours,70,5,0.31
ours,80,5,0.35
ours,90,5,0.4
ours,100,5,0.44
potassco,2,5,0.27
potassco,4,5,0.3
potassco,6,5,0.49
potassco,8,5,0.35
potassco,10,5,0.4
potassco,12,5,0.41
potassco,14,5,0.44
potassco,16,5,0.48
potassco,18,5,0.52
potassco,20,5,0.6
potassco,20,5,0.56
potassco,30,5,0.85
potassco,40,5,0.83
potassco,50,5,0.98
potassco,60,5,1.85
potassco,70,5,1.82
potassco,80,5,1.48
potassco,90,5,2.12
potassco,100,5,1.71
hakank,2,5,0.1
hakank,4,5,0.12
hakank,6,5,0.14
hakank,8,5,0.15
hakank,10,5,0.17
hakank,12,5,0.19
hakank,14,5,0.22
hakank,16,5,0.27
hakank,18,5,0.31
hakank,20,5,0.35
hakank,20,5,0.35
hakank,30,5,0.5
hakank,40,5,0.63
hakank,50,5,1.0
hakank,60,5,1.01
hakank,70,5,1.02
hakank,80,5,1.17
hakank,90,5,1.31
hakank,100,5,1.77
tson,2,5,0.17
tson,4,5,0.2
tson,6,5,0.2
tson,8,5,0.22
tson,10,5,0.21
tson,12,5,0.24
tson,14,5,0.26
tson,16,5,0.29
tson,18,5,0.34
tson,20,5,0.36
tson,20,5,0.39
tson,30,5,0.49
tson,40,5,0.58
tson,50,5,0.91
tson,60,5,1.31
tson,70,5,1.03
tson,80,5,1.1
tson,90,5,1.27
tson,100,5,1.37
ours,2,5,0.13
ours,4,5,0.14
ours,6,5,0.12
ours,8,5,0.13
ours,10,5,0.14
ours,12,5,0.15
ours,14,5,0.17
ours,16,5,0.19
ours,18,5,0.19
ours,20,5,0.2
ours,20,5,0.21
ours,30,5,0.25
ours,40,5,0.34
ours,50,5,0.39
ours,60,5,0.43
ours,70,5,0.49
ours,80,5,0.57
ours,90,5,0.63
ours,100,5,1.03
potassco,2,5,0.26
potassco,4,5,0.28
potassco,6,5,0.28
potassco,8,5,0.26
potassco,10,5,0.27
potassco,12,5,0.3
potassco,14,5,0.32
potassco,16,5,0.34
potassco,18,5,0.36
potassco,20,5,0.41
potassco,20,5,0.38
potassco,30,5,0.53
potassco,40,5,0.6
potassco,50,5,0.89
potassco,60,5,0.83
potassco,70,5,0.9
potassco,80,5,0.98
potassco,90,5,1.25
potassco,100,5,1.2
hakank,2,5,0.22
hakank,4,5,0.22
hakank,6,5,0.21
hakank,8,5,0.17
hakank,10,5,0.18
hakank,12,5,0.2
hakank,14,5,0.22
hakank,16,5,0.26
hakank,18,5,0.27
hakank,20,5,0.3
hakank,20,5,0.29
hakank,30,5,0.4
hakank,40,5,0.52
hakank,50,5,0.61
hakank,60,5,0.72
hakank,70,5,0.84
hakank,80,5,0.94
hakank,90,5,1.08
hakank,100,5,1.13
tson,2,5,0.08
tson,4,5,0.09
tson,6,5,0.1
tson,8,5,0.1
tson,10,5,0.1
tson,12,5,0.13
tson,14,5,0.13
tson,16,5,0.09
tson,18,5,0.09
tson,20,5,0.1
tson,20,5,0.09
tson,30,5,0.11
tson,40,5,0.13
tson,50,5,0.14
tson,60,5,0.21
tson,70,5,0.18
tson,80,5,0.25
tson,90,5,0.29
tson,100,5,0.23
ours,2,5,0.13
ours,4,5,0.19
ours,6,5,0.17
ours,8,5,0.23
ours,10,5,0.16
ours,12,5,0.19
ours,14,5,0.22
ours,16,5,0.28
ours,18,5,0.28
ours,20,5,0.27
ours,20,5,0.26
ours,30,5,0.35
ours,40,5,0.49
ours,50,5,0.69
ours,60,5,0.73
ours,70,5,0.77
ours,80,5,0.95
ours,90,5,0.97
ours,100,5,1.1
potassco,2,5,0.13
potassco,4,5,0.15
potassco,6,5,0.18
potassco,8,5,0.16
potassco,10,5,0.21
potassco,12,5,0.22
potassco,14,5,0.21
potassco,16,5,0.25
potassco,18,5,0.27
potassco,20,5,0.27
potassco,20,5,0.27
potassco,30,5,0.38
potassco,40,5,0.46
potassco,50,5,0.56
potassco,60,5,0.65
potassco,70,5,0.73
potassco,80,5,0.81
potassco,90,5,0.94
potassco,100,5,1.02
hakank,2,5,0.11
hakank,4,5,0.1
hakank,6,5,0.1
hakank,8,5,0.1
hakank,10,5,0.1
hakank,12,5,0.11
hakank,14,5,0.12
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.15
hakank,20,5,0.15
hakank,30,5,0.18
hakank,40,5,0.22
hakank,50,5,0.27
hakank,60,5,0.31
hakank,70,5,0.35
hakank,80,5,0.39
hakank,90,5,0.44
hakank,100,5,0.47
tson,2,5,0.11
tson,4,5,0.09
tson,6,5,0.09
tson,8,5,0.1
tson,10,5,0.1
tson,12,5,0.11
tson,14,5,0.11
tson,16,5,0.12
tson,18,5,0.13
tson,20,5,0.13
tson,20,5,0.13
tson,30,5,0.16
tson,40,5,0.19
tson,50,5,0.22
tson,60,5,0.23
tson,70,5,0.27
tson,80,5,0.3
tson,90,5,0.32
tson,100,5,0.37
ours,2,5,0.1
ours,4,5,0.12
ours,6,5,0.14
ours,8,5,0.16
ours,10,5,0.18
ours,12,5,0.21
ours,14,5,0.24
ours,16,5,0.26
ours,18,5,0.28
ours,20,5,0.31
ours,20,5,0.31
ours,30,5,0.43
ours,40,5,0.56
ours,50,5,0.66
ours,60,5,0.81
ours,70,5,0.99
ours,80,5,1.07
ours,90,5,1.2
ours,100,5,1.35
potassco,2,5,0.12
potassco,4,5,0.13
potassco,6,5,0.15
potassco,8,5,0.18
potassco,10,5,0.18
potassco,12,5,0.19
potassco,14,5,0.23
potassco,16,5,0.24
potassco,18,5,0.25
potassco,20,5,0.27
potassco,20,5,0.27
potassco,30,5,0.52
potassco,40,5,0.45
potassco,50,5,0.55
potassco,60,5,0.64
potassco,70,5,0.73
potassco,80,5,0.81
potassco,90,5,0.91
potassco,100,5,1.02
hakank,2,5,0.1
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.09
hakank,12,5,0.1
hakank,14,5,0.1
hakank,16,5,0.11
hakank,18,5,0.11
hakank,20,5,0.12
hakank,20,5,0.12
hakank,30,5,0.14
hakank,40,5,0.17
hakank,50,5,0.2
hakank,60,5,0.23
hakank,70,5,0.27
hakank,80,5,0.27
hakank,90,5,0.3
hakank,100,5,0.32
tson,2,5,1.58
tson,4,5,1.05
tson,6,5,0.93
tson,8,5,0.77
tson,10,5,0.8
tson,12,5,1.02
tson,14,5,0.85
tson,16,5,0.95
tson,18,5,1.02
tson,20,5,1.03
tson,20,5,1.03
tson,30,5,1.29
tson,40,5,1.26
tson,50,5,1.46
tson,60,5,1.93
tson,70,5,1.88
tson,80,5,2.2
tson,90,5,2.88
tson,100,5,2.92
ours,2,5,0.09
ours,4,5,0.09
ours,6,5,0.1
ours,8,5,0.11
ours,10,5,0.11
ours,12,5,0.13
ours,14,5,0.13
ours,16,5,0.15
ours,18,5,0.16
ours,20,5,0.18
ours,20,5,0.17
ours,30,5,0.24
ours,40,5,0.38
ours,50,5,0.5
ours,60,5,0.45
ours,70,5,0.46
ours,80,5,0.49
ours,90,5,0.58
ours,100,5,0.62
potassco,2,5,0.11
potassco,4,5,0.12
potassco,6,5,0.14
potassco,8,5,0.16
potassco,10,5,0.19
potassco,12,5,0.21
potassco,14,5,0.21
potassco,16,5,0.27
potassco,18,5,0.32
potassco,20,5,0.35
potassco,20,5,0.35
potassco,30,5,0.44
potassco,40,5,0.57
potassco,50,5,0.7
potassco,60,5,0.95
potassco,70,5,0.91
potassco,80,5,1.05
potassco,90,5,1.16
potassco,100,5,1.29
hakank,2,5,0.13
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.09
hakank,10,5,0.09
hakank,12,5,0.1
hakank,14,5,0.1
hakank,16,5,0.11
hakank,18,5,0.11
hakank,20,5,0.12
hakank,20,5,0.13
hakank,30,5,0.19
hakank,40,5,0.18
hakank,50,5,0.18
hakank,60,5,0.2
hakank,70,5,0.24
hakank,80,5,0.25
hakank,90,5,0.26
hakank,100,5,0.3
tson,2,5,0.67
tson,4,5,0.47
tson,6,5,0.51
tson,8,5,0.56
tson,10,5,0.6
tson,12,5,0.84
tson,14,5,0.85
tson,16,5,0.77
tson,18,5,0.82
tson,20,5,0.91
tson,20,5,1.11
tson,30,5,1.11
tson,40,5,1.28
tson,50,5,1.62
tson,60,5,1.65
tson,70,5,2.06
tson,80,5,2.02
tson,90,5,2.42
tson,100,5,2.46
ours,2,5,0.11
ours,4,5,0.13
ours,6,5,0.09
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.13
ours,18,5,0.15
ours,20,5,0.18
ours,20,5,0.17
ours,30,5,0.28
ours,40,5,0.35
ours,50,5,0.35
ours,60,5,0.38
ours,70,5,0.4
ours,80,5,0.45
ours,90,5,0.52
ours,100,5,0.54
potassco,2,5,0.83
potassco,4,5,0.84
potassco,6,5,0.82
potassco,8,5,1.19
potassco,10,5,0.94
potassco,12,5,1.09
potassco,14,5,1.1
potassco,16,5,1.14
potassco,18,5,1.5
potassco,20,5,1.26
potassco,20,5,1.26
potassco,30,5,1.58
potassco,40,5,2.1
potassco,50,5,2.21
potassco,60,5,2.75
potassco,70,5,2.87
potassco,80,5,3.37
potassco,90,5,3.84
potassco,100,5,4.48
hakank,2,5,0.1
hakank,4,5,0.11
hakank,6,5,0.13
hakank,8,5,0.15
hakank,10,5,0.2
hakank,12,5,0.2
hakank,14,5,0.22
hakank,16,5,0.23
hakank,18,5,0.27
hakank,20,5,0.28
hakank,20,5,0.3
hakank,30,5,0.47
hakank,40,5,0.54
hakank,50,5,0.61
hakank,60,5,0.81
hakank,70,5,0.96
hakank,80,5,0.93
hakank,90,5,1.04
hakank,100,5,1.17
tson,2,5,0.36
tson,4,5,0.37
tson,6,5,0.39
tson,8,5,0.41
tson,10,5,0.45
tson,12,5,0.47
tson,14,5,0.75
tson,16,5,0.62
tson,18,5,0.59
tson,20,5,0.58
tson,20,5,0.59
tson,30,5,0.74
tson,40,5,1.05
tson,50,5,1.03
tson,60,5,1.22
tson,70,5,1.32
tson,80,5,1.66
tson,90,5,1.67
tson,100,5,2.01
ours,2,5,0.07
ours,4,5,0.09
ours,6,5,0.1
ours,8,5,0.11
ours,10,5,0.11
ours,12,5,0.12
ours,14,5,0.14
ours,16,5,0.16
ours,18,5,0.17
ours,20,5,0.19
ours,20,5,0.18
ours,30,5,0.24
ours,40,5,0.29
ours,50,5,0.35
ours,60,5,0.41
ours,70,5,0.47
ours,80,5,0.52
ours,90,5,0.59
ours,100,5,0.65
potassco,2,5,0.11
potassco,4,5,0.08
potassco,6,5,0.08
potassco,8,5,0.09
potassco,10,5,0.09
potassco,12,5,0.09
potassco,14,5,0.09
potassco,16,5,0.1
potassco,18,5,0.1
potassco,20,5,0.11
potassco,20,5,0.11
potassco,30,5,0.13
potassco,40,5,0.15
potassco,50,5,0.18
potassco,60,5,0.2
potassco,70,5,0.22
potassco,80,5,0.24
potassco,90,5,0.27
potassco,100,5,0.29
hakank,2,5,0.07
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.11
hakank,18,5,0.11
hakank,20,5,0.12
hakank,20,5,0.12
hakank,30,5,0.15
hakank,40,5,0.18
hakank,50,5,0.21
hakank,60,5,0.24
hakank,70,5,0.27
hakank,80,5,0.3
hakank,90,5,0.33
hakank,100,5,0.37
tson,2,5,0.17
tson,4,5,0.17
tson,6,5,0.18
tson,8,5,0.19
tson,10,5,0.21
tson,12,5,0.23
tson,14,5,0.24
tson,16,5,0.27
tson,18,5,0.28
tson,20,5,0.3
tson,20,5,0.29
tson,30,5,0.38
tson,40,5,0.49
tson,50,5,0.56
tson,60,5,0.67
tson,70,5,0.98
tson,80,5,0.86
tson,90,5,0.95
tson,100,5,1.03
ours,2,5,0.06
ours,4,5,0.07
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.38
ours,18,5,0.63
ours,20,5,0.58
ours,20,5,0.55
ours,30,5,0.9
ours,40,5,1.21
ours,50,5,1.44
ours,60,5,2.05
ours,70,5,2.23
ours,80,5,2.25
ours,90,5,2.34
ours,100,5,2.52
potassco,2,5,4.47
potassco,4,5,0.41
potassco,6,5,0.33
potassco,8,5,0.35
potassco,10,5,0.37
potassco,12,5,0.38
potassco,14,5,0.4
potassco,16,5,0.44
potassco,18,5,0.44
potassco,20,5,0.5
potassco,20,5,0.44
potassco,30,5,0.54
potassco,40,5,0.63
potassco,50,5,0.72
potassco,60,5,0.99
potassco,70,5,0.89
potassco,80,5,1.0
potassco,90,5,1.22
potassco,100,5,1.1
hakank,2,5,0.13
hakank,4,5,0.1
hakank,6,5,0.1
hakank,8,5,0.11
hakank,10,5,0.12
hakank,12,5,0.13
hakank,14,5,0.13
hakank,16,5,0.14
hakank,18,5,0.15
hakank,20,5,0.15
hakank,20,5,0.15
hakank,30,5,0.2
hakank,40,5,0.24
hakank,50,5,0.28
hakank,60,5,0.32
hakank,70,5,0.42
hakank,80,5,0.55
hakank,90,5,0.58
hakank,100,5,0.7
tson,2,5,0.73
tson,4,5,0.62
tson,6,5,0.69
tson,8,5,0.75
tson,10,5,0.85
tson,12,5,1.14
tson,14,5,1.03
tson,16,5,1.01
tson,18,5,0.95
tson,20,5,0.89
tson,20,5,0.87
tson,30,5,1.26
tson,40,5,1.31
tson,50,5,1.65
tson,60,5,2.06
tson,70,5,2.81
tson,80,5,2.84
tson,90,5,2.87
tson,100,5,3.19
ours,2,5,0.08
ours,4,5,0.08
ours,6,5,0.1
ours,8,5,0.11
ours,10,5,0.12
ours,12,5,0.13
ours,14,5,0.14
ours,16,5,0.16
ours,18,5,0.18
ours,20,5,0.18
ours,20,5,0.18
ours,30,5,0.25
ours,40,5,0.31
ours,50,5,0.37
ours,60,5,0.42
ours,70,5,0.48
ours,80,5,0.54
ours,90,5,0.58
ours,100,5,0.64
potassco,2,5,0.41
potassco,4,5,0.46
potassco,6,5,0.35
potassco,8,5,0.33
potassco,10,5,0.36
potassco,12,5,0.4
potassco,14,5,0.4
potassco,16,5,0.43
potassco,18,5,0.45
potassco,20,5,0.47
potassco,20,5,0.48
potassco,30,5,0.76
potassco,40,5,0.71
potassco,50,5,0.84
potassco,60,5,0.96
potassco,70,5,1.23
potassco,80,5,1.26
potassco,90,5,1.33
potassco,100,5,1.66
hakank,2,5,0.1
hakank,4,5,0.12
hakank,6,5,0.13
hakank,8,5,0.16
hakank,10,5,0.19
hakank,12,5,0.2
hakank,14,5,0.21
hakank,16,5,0.29
hakank,18,5,0.33
hakank,20,5,0.35
hakank,20,5,0.35
hakank,30,5,0.49
hakank,40,5,0.62
hakank,50,5,0.75
hakank,60,5,0.87
hakank,70,5,1.02
hakank,80,5,1.16
hakank,90,5,1.3
hakank,100,5,1.51
tson,2,5,0.14
tson,4,5,0.15
tson,6,5,0.14
tson,8,5,0.15
tson,10,5,0.14
tson,12,5,0.15
tson,14,5,0.16
tson,16,5,0.49
tson,18,5,0.58
tson,20,5,0.63
tson,20,5,0.63
tson,30,5,0.88
tson,40,5,1.16
tson,50,5,1.39
tson,60,5,1.67
tson,70,5,1.96
tson,80,5,2.25
tson,90,5,2.58
tson,100,5,2.84
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.09
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.13
ours,18,5,0.15
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.27
ours,60,5,0.31
ours,70,5,0.36
ours,80,5,0.4
ours,90,5,0.48
ours,100,5,0.5
potassco,2,5,0.09
potassco,4,5,0.08
potassco,6,5,0.08
potassco,8,5,0.09
potassco,10,5,0.09
potassco,12,5,0.09
potassco,14,5,0.09
potassco,16,5,0.1
potassco,18,5,0.1
potassco,20,5,0.11
potassco,20,5,0.11
potassco,30,5,0.13
potassco,40,5,0.16
potassco,50,5,0.18
potassco,60,5,0.2
potassco,70,5,0.22
potassco,80,5,0.24
potassco,90,5,0.27
potassco,100,5,0.28
hakank,2,5,0.08
hakank,4,5,0.07
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.1
hakank,12,5,0.1
hakank,14,5,0.1
hakank,16,5,0.11
hakank,18,5,0.12
hakank,20,5,0.12
hakank,20,5,0.12
hakank,30,5,0.15
hakank,40,5,0.17
hakank,50,5,0.2
hakank,60,5,0.23
hakank,70,5,0.25
hakank,80,5,0.29
hakank,90,5,0.31
hakank,100,5,0.33
tson,2,5,0.73
tson,4,5,0.86
tson,6,5,1.04
tson,8,5,1.38
tson,10,5,1.37
tson,12,5,1.56
tson,14,5,1.73
tson,16,5,1.92
tson,18,5,2.06
tson,20,5,2.42
tson,20,5,2.28
tson,30,5,3.15
tson,40,5,4.28
tson,50,5,4.98
tson,60,5,6.06
tson,70,5,6.73
tson,80,5,7.82
tson,90,5,8.49
tson,100,5,9.63
ours,2,5,0.11
ours,4,5,0.09
ours,6,5,0.1
ours,8,5,0.13
ours,10,5,0.11
ours,12,5,0.13
ours,14,5,0.13
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.25
ours,50,5,0.28
ours,60,5,0.31
ours,70,5,0.35
ours,80,5,0.39
ours,90,5,0.43
ours,100,5,0.48
potassco,2,5,0.18
potassco,4,5,0.18
potassco,6,5,0.2
potassco,8,5,0.22
potassco,10,5,0.24
potassco,12,5,0.27
potassco,14,5,0.27
potassco,16,5,0.49
potassco,18,5,0.33
potassco,20,5,0.36
potassco,20,5,0.36
potassco,30,5,0.45
potassco,40,5,0.56
potassco,50,5,0.67
potassco,60,5,0.78
potassco,70,5,0.88
potassco,80,5,1.16
potassco,90,5,1.12
potassco,100,5,1.21
hakank,2,5,0.07
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.09
hakank,10,5,0.1
hakank,12,5,0.11
hakank,14,5,0.12
hakank,16,5,0.16
hakank,18,5,0.19
hakank,20,5,0.2
hakank,20,5,0.2
hakank,30,5,0.27
hakank,40,5,0.35
hakank,50,5,0.41
hakank,60,5,0.49
hakank,70,5,0.56
hakank,80,5,0.63
hakank,90,5,0.71
hakank,100,5,0.78
tson,2,5,0.42
tson,4,5,0.43
tson,6,5,0.44
tson,8,5,0.46
tson,10,5,0.68
tson,12,5,0.52
tson,14,5,0.56
tson,16,5,0.63
tson,18,5,0.66
tson,20,5,0.68
tson,20,5,0.69
tson,30,5,0.88
tson,40,5,1.21
tson,50,5,1.22
tson,60,5,1.45
tson,70,5,1.85
tson,80,5,1.9
tson,90,5,2.17
tson,100,5,2.13
ours,2,5,0.1
ours,4,5,0.09
ours,6,5,0.09
ours,8,5,0.1
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.14
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.26
ours,60,5,0.31
ours,70,5,0.35
ours,80,5,0.39
ours,90,5,0.43
ours,100,5,0.49
potassco,2,5,0.16
potassco,4,5,0.1
potassco,6,5,0.1
potassco,8,5,0.11
potassco,10,5,0.11
potassco,12,5,0.12
potassco,14,5,0.13
potassco,16,5,0.14
potassco,18,5,0.14
potassco,20,5,0.14
potassco,20,5,0.15
potassco,30,5,0.17
potassco,40,5,0.21
potassco,50,5,0.24
potassco,60,5,0.28
potassco,70,5,0.32
potassco,80,5,0.36
potassco,90,5,0.38
potassco,100,5,0.42
hakank,2,5,0.2
hakank,4,5,0.13
hakank,6,5,0.12
hakank,8,5,0.11
hakank,10,5,0.11
hakank,12,5,0.12
hakank,14,5,0.13
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.15
hakank,20,5,0.15
hakank,30,5,0.19
hakank,40,5,0.24
hakank,50,5,0.28
hakank,60,5,0.32
hakank,70,5,0.4
hakank,80,5,0.41
hakank,90,5,0.44
hakank,100,5,0.49
tson,2,5,0.31
tson,4,5,0.16
tson,6,5,0.17
tson,8,5,0.2
tson,10,5,0.21
tson,12,5,0.23
tson,14,5,0.24
tson,16,5,0.27
tson,18,5,0.28
tson,20,5,0.3
tson,20,5,0.3
tson,30,5,0.39
tson,40,5,0.47
tson,50,5,0.57
tson,60,5,0.65
tson,70,5,0.74
tson,80,5,1.02
tson,90,5,0.96
tson,100,5,1.02
ours,2,5,0.28
ours,4,5,0.44
ours,6,5,0.6
ours,8,5,0.77
ours,10,5,0.92
ours,12,5,1.12
ours,14,5,1.3
ours,16,5,1.45
ours,18,5,1.63
ours,20,5,1.81
ours,20,5,1.81
ours,30,5,2.67
ours,40,5,3.52
ours,50,5,4.44
ours,60,5,5.26
ours,70,5,6.07
ours,80,5,7.07
ours,90,5,7.96
ours,100,5,8.85
potassco,2,5,0.17
potassco,4,5,0.11
potassco,6,5,0.12
potassco,8,5,0.15
potassco,10,5,0.15
potassco,12,5,0.19
potassco,14,5,0.18
potassco,16,5,0.21
potassco,18,5,0.23
potassco,20,5,0.25
potassco,20,5,0.24
potassco,30,5,0.34
potassco,40,5,0.44
potassco,50,5,0.5
potassco,60,5,0.6
potassco,70,5,0.69
potassco,80,5,0.77
potassco,90,5,0.9
potassco,100,5,1.03
hakank,2,5,0.09
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.1
hakank,10,5,0.1
hakank,12,5,0.11
hakank,14,5,0.11
hakank,16,5,0.12
hakank,18,5,0.12
hakank,20,5,0.13
hakank,20,5,0.14
hakank,30,5,0.22
hakank,40,5,0.23
hakank,50,5,0.28
hakank,60,5,0.27
hakank,70,5,0.39
hakank,80,5,0.32
hakank,90,5,0.45
hakank,100,5,0.38
tson,2,5,1.69
tson,4,5,0.75
tson,6,5,0.42
tson,8,5,0.35
tson,10,5,0.4
tson,12,5,0.35
tson,14,5,0.53
tson,16,5,0.28
tson,18,5,0.31
tson,20,5,0.3
tson,20,5,0.28
tson,30,5,0.37
tson,40,5,0.46
tson,50,5,0.51
tson,60,5,0.62
tson,70,5,0.69
tson,80,5,0.79
tson,90,5,0.84
tson,100,5,1.1
ours,2,5,0.1
ours,4,5,0.11
ours,6,5,0.12
ours,8,5,0.12
ours,10,5,0.1
ours,12,5,0.14
ours,14,5,0.13
ours,16,5,0.13
ours,18,5,0.19
ours,20,5,0.21
ours,20,5,0.19
ours,30,5,0.18
ours,40,5,0.21
ours,50,5,0.25
ours,60,5,0.28
ours,70,5,0.32
ours,80,5,0.36
ours,90,5,0.39
ours,100,5,0.43
potassco,2,5,0.12
potassco,4,5,0.14
potassco,6,5,0.15
potassco,8,5,0.18
potassco,10,5,0.21
potassco,12,5,0.21
potassco,14,5,0.23
potassco,16,5,0.26
potassco,18,5,0.27
potassco,20,5,0.33
potassco,20,5,0.38
potassco,30,5,0.42
potassco,40,5,0.5
potassco,50,5,0.77
potassco,60,5,0.78
potassco,70,5,0.94
potassco,80,5,0.94
potassco,90,5,1.07
potassco,100,5,1.15
hakank,2,5,0.09
hakank,4,5,0.09
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.09
hakank,12,5,0.09
hakank,14,5,0.1
hakank,16,5,0.14
hakank,18,5,0.12
hakank,20,5,0.12
hakank,20,5,0.12
hakank,30,5,0.15
hakank,40,5,0.18
hakank,50,5,0.21
hakank,60,5,0.25
hakank,70,5,0.26
hakank,80,5,0.29
hakank,90,5,0.33
hakank,100,5,0.35
tson,2,5,0.11
tson,4,5,0.12
tson,6,5,0.13
tson,8,5,0.14
tson,10,5,0.15
tson,12,5,0.17
tson,14,5,0.18
tson,16,5,0.51
tson,18,5,0.62
tson,20,5,0.68
tson,20,5,0.68
tson,30,5,1.14
tson,40,5,1.25
tson,50,5,1.55
tson,60,5,1.86
tson,70,5,2.19
tson,80,5,2.56
tson,90,5,2.93
tson,100,5,3.1
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.09
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.14
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.27
ours,60,5,0.32
ours,70,5,0.38
ours,80,5,0.45
ours,90,5,0.47
ours,100,5,0.51
potassco,2,5,0.21
potassco,4,5,0.23
potassco,6,5,0.26
potassco,8,5,0.28
potassco,10,5,0.5
potassco,12,5,0.34
potassco,14,5,0.38
potassco,16,5,0.42
potassco,18,5,0.45
potassco,20,5,0.48
potassco,20,5,0.47
potassco,30,5,0.6
potassco,40,5,0.76
potassco,50,5,0.91
potassco,60,5,1.04
potassco,70,5,1.2
potassco,80,5,1.53
potassco,90,5,1.51
potassco,100,5,1.64
hakank,2,5,0.08
hakank,4,5,0.07
hakank,6,5,0.08
hakank,8,5,0.09
hakank,10,5,0.09
hakank,12,5,0.1
hakank,14,5,0.1
hakank,16,5,0.11
hakank,18,5,0.11
hakank,20,5,0.12
hakank,20,5,0.12
hakank,30,5,0.15
hakank,40,5,0.17
hakank,50,5,0.2
hakank,60,5,0.23
hakank,70,5,0.26
hakank,80,5,0.28
hakank,90,5,0.31
hakank,100,5,0.34
tson,2,5,0.15
tson,4,5,0.12
tson,6,5,0.12
tson,8,5,0.12
tson,10,5,0.11
tson,12,5,0.11
tson,14,5,0.1
tson,16,5,0.1
tson,18,5,0.11
tson,20,5,0.11
tson,20,5,0.11
